Stdnt_Nbr,Answer
86,DOG
86,FOOTBALL
86,IRREGULAR
86,MOVIE
86,MP3_PLAYER
86,MUSIC
86,PITTSBURGH
86,PUBLIC_SPEAKING
86,R&B
86,SIMPSONS
86,WINTER
86,WOLF
87,7
87,AIRPLANE
87,BIRD
87,BLUE
87,CIRCLE
87,CLASSICAL
87,DRAMA
87,FOOTBALL
87,FOREST
87,FRUIT
87,INTERNET
87,MATH
87,MP3_PLAYER
87,NEW_YEARS_EVE
87,RASPBERRY
87,SEATTLE
87,SIMPSONS
87,SNAKES
87,SPRING
87,WHALE
88,4TH_OF_JULY
88,7
88,ACTION
88,ART
88,BANANA
88,CANDY
88,CAR
88,CAT
88,CIRCLE
88,GYMNASTICS
88,HOUSE
88,LION
88,LITTLE_ROCK
88,MOUNTAIN
88,MUSIC
88,PLASMA_TV
88,POP
88,SNAKES
88,SUMMER
88,YELLOW
89,454678
89,APPLE
89,ART
89,BEACH
89,BOOK
89,CAKE
89,CAR
89,CHRISTMAS
89,COMEDY
89,COUNTRY
89,CSI
89,DOG
89,DVD
89,ELEPHANT
89,L.A.
89,RED
89,SOFTBALL
89,SPIDERS
89,SPRING
89,TRIANGLE
90,19
90,ART
90,BLACK
90,CANDY
90,CHRISTMAS
90,FOREST
90,GYMNASTICS
90,HORROR
90,HOUSE
90,IRREGULAR
90,LONDON
90,MOVIE
90,MP3_PLAYER
90,PEAR
90,PUNK
90,SNAKE
90,SNAKES
90,TRAIN
90,WHALE
90,WINTER
91,26
91,BEACH
91,BOOK
91,CAKE
91,CAR
91,CHRISTMAS
91,COMEDY
91,DOG
91,GRAPE
91,HOUSE
91,LION
91,MEMPHIS
91,MP3_PLAYER
91,ROCK
91,SOCCER
91,SOCIAL_SCIENCE
91,SPIDERS
91,STAR
91,SUMMER
91,YELLOW
92,3
92,APPLE
92,CARDS
92,CAT
92,COMEDY
92,DVD
92,ENGLISH
92,GREEN
92,HALLOWEEN
92,LAKE
92,PENGUIN
92,PIE
92,ROCK
92,SIMPSONS
92,SNAKES
92,SOCCER
92,SPRING
92,TEXARKANA
92,TRIANGLE
92,WALK
93,888888
93,BANANA
93,BIRTHDAY
93,CAKE
93,CAR
93,COMPUTER
93,CSP
93,DOG
93,FISH
93,GREEN
93,HEART
93,LAYTON
93,LOST_OF_PEOPLE
93,MOUNTAIN
93,OLDIES
93,ROMANCE
93,STARGATE
93,SWIMMING
93,VIDEO_GAMES
93,WINTER
94,8
94,BEACH
94,BLACK
94,BLINDNESS
94,CAR
94,CAT
94,COMEDY
94,EASTER
94,FOOTBALL
94,GAMING
94,HISTORY
94,ICE_CREAM
94,MYTHBUSTERS
94,PEACH
94,ROCK
94,SAN_ANTONIO
94,SHARK
94,THE_INTERNET
94,TRIANGLE
94,WINTER
95,12
95,AIRPLANE
95,APPLE
95,BASEBALL
95,BEACH
95,BIRD
95,BLUE
95,CANDY
95,CHRISTMAS
95,COMEDY
95,ENGLISH
95,MUSIC
95,OWL
95,PUSHING_DAISIES
95,ROCK
95,ROME
95,SNAKES
95,STAR
95,THE_INTERNET
95,WINTER
96,24
96,BANANA
96,BEACH
96,BIOLOGY
96,BLUE
96,CHRISTMAS
96,COMEDY
96,DOG
96,FOOTBALL
96,LION
96,MONDAY_NIGHT_FOOBALL
96,MOTORCYCLE
96,MP3_PLAYER
96,MUSIC
96,ORLANDO
96,PIE
96,RAP
96,SNAKES
96,STAR
96,SUMMER
97,101062
97,AMERICAN_IDOL
97,ART
97,BEACH
97,BLUE
97,BOOK
97,BROWNIE
97,CHRISTMAS
97,COUNTRY
97,DOG
97,DVD
97,FALL
97,FOOTBALL
97,HOT_SPRINGS
97,LION
97,ORANGE
97,ROMANCE
97,SNAKES
97,SUV
97,TRIANGLE
98,123456
98,ACTION
98,BLUE
98,CAKE
98,CAR
98,CHRISTMAS
98,DOG
98,EAGLE
98,INTERNET
98,MARTIAL_ARTS
98,MOUNTAIN
98,MP3_PLAYER
98,MUSIC
98,OCTAGON
98,ORANGE
98,PINE_BLUFF
98,PUBLIC_SPEAKING
98,R&B
98,SIMPSONS
98,SUMMER
99,23
99,ACTION
99,BANANA
99,BEACH
99,BLUE
99,BROWNIE
99,CHRISTMAS
99,DESTIN
99,DOG
99,DVR/TIVO
99,FALL
99,FOOTBALL
99,INTERNET
99,LION
99,RAP
99,SNAKES
99,SOCIAL_SCIENCE
99,SQUARE
99,SURVIVOR
99,TRUCK
100,777
100,ACTION
100,BANANA
100,BEACH
100,BOOK
100,CAKE
100,CHRISTIAN_ROCK
100,CHRISTMAS
100,DOG
100,EAGLE
100,FALL
100,FOOTBALL
100,HOUSE
100,MATH
100,PLASMA_TV
100,RED
100,SAN_DEIGO
100,SPIDERS
100,SUV
100,TRIANGLE
101,1
101,AMERICAN_IDOL
101,BASKETBALL
101,BEACH
101,BLACK
101,BOOK
101,CANDY
101,CAR
101,CIRCLE
101,COUNTRY
101,DOG
101,DVR/TIVO
101,EAGLE
101,ENGLISH
101,HALLOWEEN
101,ORANGE
101,PUBLIC_SPEAKING
101,ROMANCE
101,RUSSELLVILLE
101,SUMMER
102,8
102,ACTION
102,APPLE
102,BLUE
102,CAKE
102,CHRISTMAS
102,DOG
102,EAGLE
102,FOOTBALL
102,HOT_SPRINGS
102,HOUSE
102,LAKE
102,MOVIE
102,MP3_PLAYER
102,MUSIC
102,ROCK
102,SPIDERS
102,SPRING
102,SUV
102,TRIANGLE
103,2026
103,BANANA
103,BEACH
103,BLACK
103,BLACK_METAL
103,CAR
103,FOOTBALL
103,HALLOWEEN
103,HORROR
103,INTERNET
103,IRREGULAR
103,MP3_PLAYER
103,MUSIC
103,PIE
103,RACCOON_CITY
103,SNAKE
103,SPIDERS
103,THE_OFFICE
103,WHALE
103,WINTER
104,17
104,BLUE
104,BRANSON
104,CAR
104,CAT
104,CHRISTMAS
104,CSI
104,FOOTBALL
104,INTERNET
104,LION
104,MATH
104,MOUNTAIN
104,MP3_PLAYER
104,ORANGE
104,PIE
104,POP
104,ROMANCE
104,SNAKES
104,STAR
104,SUMMER
105,77
105,ALTERNATIVE_ROCK
105,BASEBALL
105,BEACH
105,BLUE
105,CAR
105,CHRISTMAS
105,COMEDY
105,DOG
105,DVR/TIVO
105,EAGLE
105,FRUIT
105,INTERNET
105,MATH
105,ORANGE
105,SIMPSONS
105,SPIDERS
105,SPRING
105,ST._AUGISTINE
105,TRIANGLE
106,21
106,4TH_OF_JULY
106,ACTION
106,AUSTIN
106,BASEBALL
106,COOKIES
106,DOG
106,FALL
106,FOREST
106,HISTORY
106,HOUSE
106,MUSIC
106,ORANGE
106,PINEAPPLE
106,PLASMA_TV
106,RECTANGLE
106,ROCK
106,SNAKES
106,SUV
106,WHALE
107,49
107,4TH_OF_JULY
107,ACTION
107,APPLE
107,BASEBALL
107,BEACH
107,BOOK
107,CAKE
107,CLASSIC_ROCK
107,DOG
107,FEAR_FOR_SONS
107,GREEN
107,HISTORY
107,LAMAR
107,LAW_&_ORDER
107,LIGHT_BULB
107,RECTANGLE
107,SPRING
107,TRUCK
108,2
108,ATHANS
108,BANANA
108,BASKETBALL
108,BEACH
108,CAR
108,CIRCLE
108,CSI
108,DOG
108,DRAMA
108,ELEPHANT
108,HALLOWEEN
108,MATH
108,MOVIE
108,MP3_PLAYER
108,PIE
108,RED
108,ROCK
108,SPIDERS
108,SPRING
