StudentID,Result,firstMathCourse,yrsfromACT
987,Success,Math1113,0to2
988,Success,Math1113,0to2
989,Success,Math1113,0to2
990,Success,Math1113,0to2
991,Success,Math1113,0to2
992,Failure,Math1113,0to2
993,Success,Math1113,0to2
994,Failure,Math1113,0to2
995,Failure,Math1113,0to2
996,Success,Math1113,0to2
997,Success,Math1113,0to2
998,Success,Math1113,0to2
999,Success,Math1113,0to2
1000,Success,Math1113,0to2
1001,Success,Math1113,0to2
1002,Success,Math1113,0to2
1003,Success,Math1113,0to2
1004,Success,Math1113,0to2
1005,Success,Math1113,0to2
1006,Success,Math1113,0to2
1007,Success,Math1113,0to2
1008,Failure,Math1113,0to2
1009,Success,Math1113,0to2
1010,Success,Math1113,0to2
1011,Success,Math1113,0to2
1012,Success,Math1113,0to2
1013,Success,Math1113,0to2
1014,Success,Math1113,0to2
1015,Failure,Math1113,0to2
1016,Failure,Math1113,0to2
1017,Success,Math1113,0to2
1018,Success,Math1113,0to2
1019,Success,Math1113,0to2
1020,Success,Math1113,0to2
1021,Success,Math1113,0to2
1022,Failure,Math1113,0to2
1023,Success,Math1113,0to2
1024,Success,Math1113,0to2
1025,Success,Math1113,0to2
1026,Success,Math1113,0to2
1027,Failure,Math1113,0to2
1028,Success,Math1113,0to2
1029,Success,Math1113,0to2
1030,Success,Math1113,0to2
1031,Success,Math1113,0to2
1032,Success,Math1113,0to2
1033,Success,Math1113,0to2
1034,Success,Math1113,0to2
1035,Success,Math1113,0to2
1036,Success,Math1113,0to2
1037,Failure,Math1113,0to2
1038,Success,Math1113,0to2
1039,Success,Math1113,0to2
1040,Success,Math1113,0to2
1041,Success,Math1113,0to2
1042,Success,Math1113,0to2
1043,Success,Math1113,0to2
1044,Success,Math1113,0to2
1045,Success,Math1113,0to2
1046,Success,Math1113,0to2
1047,Success,Math1113,0to2
1048,Success,Math1113,0to2
1049,Success,Math1113,0to2
1050,Success,Math1113,0to2
1051,Success,Math1113,0to2
1052,Success,Math1113,0to2
1053,Success,Math1113,0to2
1054,Success,Math1113,0to2
1055,Success,Math1113,0to2
1056,Success,Math1113,0to2
1057,Success,Math1113,0to2
1058,Success,Math1113,0to2
1059,Success,Math1113,0to2
1060,Success,Math1113,0to2
1061,Success,Math1113,0to2
1062,Success,Math1113,0to2
1063,Failure,Math1113,0to2
1064,Success,Math1113,0to2
1065,Success,Math1113,0to2
1066,Success,Math1113,0to2
1067,Success,Math1113,0to2
1068,Success,Math1113,0to2
1069,Failure,Math1113,0to2
1070,Success,Math1113,0to2
1071,Success,Math1113,0to2
1072,Success,Math1113,0to2
1073,Success,Math1113,0to2
1074,Failure,Math1113,0to2
1075,Success,Math1113,0to2
1076,Success,Math1113,0to2
1077,Success,Math1113,0to2
1078,Failure,Math1113,0to2
1079,Success,Math1113,0to2
1080,Success,Math1113,0to2
1081,Success,Math1113,0to2
1082,Success,Math1113,0to2
1083,Success,Math1113,0to2
1084,Success,Math1113,0to2
1085,Success,Math1113,0to2
1086,Success,Math1113,0to2
1087,Success,Math1113,0to2
1088,Success,Math1113,0to2
1089,Success,Math1113,0to2
1090,Success,Math1113,0to2
1091,Success,Math1113,0to2
1092,Success,Math1113,0to2
1093,Success,Math1113,0to2
1094,Success,Math1113,0to2
1095,Success,Math1113,0to2
1096,Success,Math1113,0to2
1097,Success,Math1113,0to2
1098,Success,Math1113,0to2
1099,Success,Math1113,0to2
1100,Success,Math1113,0to2
1101,Success,Math1113,0to2
1102,Success,Math1113,0to2
1103,Success,Math1113,0to2
1104,Success,Math1113,0to2
1105,Success,Math1113,0to2
1106,Success,Math1113,0to2
1107,Success,Math1113,0to2
1108,Success,Math1113,0to2
1109,Success,Math1113,0to2
1110,Success,Math1113,0to2
1111,Success,Math1113,0to2
1112,Success,Math1113,0to2
1113,Success,Math1113,0to2
1114,Success,Math1113,0to2
1115,Success,Math1113,0to2
1116,Success,Math1113,0to2
1117,Success,Math1113,0to2
1118,Success,Math1113,0to2
1119,Success,Math1113,0to2
1120,Success,Math1113,0to2
1121,Failure,Math1113,0to2
1122,Success,Math1113,0to2
1123,Success,Math1113,0to2
1124,Success,Math1113,0to2
1125,Success,Math1113,0to2
1126,Success,Math1113,0to2
1127,Success,Math1113,0to2
1128,Success,Math1113,0to2
1129,Success,Math1113,0to2
1130,Success,Math1113,0to2
1131,Success,Math1113,0to2
1132,Success,Math1113,0to2
1133,Failure,Math1113,0to2
1134,Success,Math1113,0to2
1135,Success,Math1113,0to2
1136,Success,Math1113,0to2
1137,Success,Math1113,0to2
1138,Success,Math1113,0to2
1139,Success,Math1113,0to2
1140,Success,Math1113,0to2
1141,Success,Math1113,0to2
1142,Success,Math1113,0to2
1143,Success,Math1113,0to2
1144,Success,Math1113,0to2
1145,Success,Math1113,0to2
1146,Success,Math1113,0to2
1147,Success,Math1113,0to2
1148,Success,Math1113,0to2
1149,Success,Math1113,0to2
1150,Success,Math1113,0to2
1151,Success,Math1113,0to2
1152,Success,Math1113,0to2
1153,Success,Math1113,0to2
1154,Success,Math1113,0to2
1155,Success,Math1113,0to2
1156,Success,Math1113,0to2
1157,Success,Math1113,0to2
1158,Success,Math1113,0to2
1159,Failure,Math1113,0to2
1160,Success,Math1113,0to2
1161,Success,Math1113,0to2
1162,Success,Math1113,0to2
1163,Success,Math1113,0to2
1164,Success,Math1113,0to2
1165,Failure,Math1113,0to2
1166,Success,Math1113,0to2
1167,Failure,Math1113,0to2
1168,Success,Math1113,0to2
1169,Success,Math1113,0to2
1170,Success,Math1113,0to2
1171,Success,Math1113,0to2
1172,Failure,Math1113,0to2
1173,Success,Math1113,0to2
1174,Success,Math1113,0to2
1175,Failure,Math1113,0to2
1176,Success,Math1113,0to2
1177,Success,Math1113,0to2
1178,Success,Math1113,0to2
1179,Success,Math1113,0to2
1180,Success,Math1113,0to2
1181,Success,Math1113,0to2
1182,Success,Math1113,0to2
1183,Success,Math1113,0to2
1184,Success,Math1113,0to2
1185,Success,Math1113,0to2
1186,Failure,Math1113,0to2
1187,Success,Math1113,0to2
1188,Success,Math1113,0to2
1189,Success,Math1113,0to2
1190,Failure,Math1113,0to2
1191,Success,Math1113,0to2
1192,Success,Math1113,0to2
1193,Success,Math1113,0to2
1194,Success,Math1113,0to2
1195,Success,Math1113,0to2
1196,Success,Math1113,0to2
1197,Success,Math1113,0to2
1198,Success,Math1113,0to2
1199,Success,Math1113,0to2
1200,Success,Math1113,0to2
1201,Success,Math1113,0to2
1202,Success,Math1113,0to2
1203,Success,Math1113,0to2
1204,Success,Math1113,0to2
1205,Success,Math1113,0to2
1206,Success,Math1113,0to2
1207,Success,Math1113,0to2
1208,Success,Math1113,0to2
1209,Success,Math1113,0to2
1210,Success,Math1113,0to2
1211,Success,Math1113,0to2
1212,Success,Math1113,0to2
1213,Success,Math1113,0to2
1214,Success,Math1113,0to2
1215,Success,Math1113,0to2
1216,Success,Math1113,0to2
1217,Success,Math1113,0to2
1218,Success,Math1113,0to2
1219,Success,Math1113,0to2
1220,Success,Math1113,0to2
1221,Success,Math1113,0to2
1222,Success,Math1113,0to2
1223,Success,Math1113,0to2
1224,Success,Math1113,0to2
1225,Success,Math1113,0to2
1226,Success,Math1113,0to2
1227,Success,Math1113,0to2
1228,Success,Math1113,0to2
1229,Success,Math1113,0to2
1230,Success,Math1113,0to2
1231,Success,Math1113,0to2
1232,Success,Math1113,0to2
1233,Success,Math1113,0to2
1234,Failure,Math1113,0to2
1235,Success,Math1113,0to2
1236,Success,Math1113,0to2
1237,Success,Math1113,0to2
1238,Success,Math1113,0to2
1239,Success,Math1113,0to2
1240,Success,Math1113,0to2
1241,Success,Math1113,0to2
1242,Success,Math1113,0to2
1243,Success,Math1113,0to2
1244,Failure,Math1113,0to2
1245,Failure,Math1113,0to2
1246,Success,Math1113,0to2
1247,Success,Math1113,0to2
1248,Success,Math1113,0to2
1249,Success,Math1113,0to2
1250,Success,Math1113,0to2
1251,Success,Math1113,0to2
1252,Success,Math1113,0to2
1253,Success,Math1113,0to2
1254,Success,Math1113,0to2
1255,Success,Math1113,0to2
1256,Success,Math1113,0to2
1257,Success,Math1113,0to2
1258,Success,Math1113,0to2
1259,Success,Math1113,0to2
1260,Success,Math1113,0to2
1261,Success,Math1113,0to2
1262,Success,Math1113,0to2
1263,Success,Math1113,0to2
1264,Failure,Math1113,0to2
1265,Success,Math1113,0to2
1266,Success,Math1113,0to2
1267,Success,Math1113,0to2
1268,Success,Math1113,0to2
1269,Success,Math1113,0to2
1270,Success,Math1113,0to2
1271,Failure,Math1113,0to2
1272,Failure,Math1113,0to2
1273,Success,Math1113,0to2
1274,Failure,Math1113,0to2
1275,Success,Math1113,0to2
1276,Success,Math1113,0to2
1277,Failure,Math1113,0to2
1278,Failure,Math1113,0to2
1279,Success,Math1113,0to2
1280,Success,Math1113,0to2
1281,Failure,Math1113,0to2
1282,Success,Math1113,0to2
1283,Success,Math1113,0to2
1284,Success,Math1113,0to2
1285,Failure,Math1113,0to2
1286,Success,Math1113,0to2
1287,Success,Math1113,0to2
1288,Success,Math1113,0to2
1289,Success,Math1113,0to2
1290,Failure,Math1113,0to2
1291,Failure,Math1113,0to2
1292,Success,Math1113,0to2
1293,Success,Math1113,0to2
1294,Success,Math1113,0to2
1295,Success,Math1113,0to2
1296,Success,Math1113,0to2
1297,Success,Math1113,0to2
1298,Success,Math1113,0to2
1299,Success,Math1113,0to2
1300,Success,Math1113,0to2
1301,Success,Math1113,0to2
1302,Success,Math1113,0to2
1303,Success,Math1113,0to2
1304,Success,Math1113,0to2
1305,Success,Math1113,0to2
1306,Success,Math1113,0to2
1307,Success,Math1113,0to2
1308,Failure,Math1113,0to2
1309,Success,Math1113,0to2
1310,Success,Math1113,0to2
1311,Success,Math1113,0to2
1312,Failure,Math1113,0to2
1313,Failure,Math1113,0to2
1314,Success,Math1113,0to2
1315,Success,Math1113,0to2
1316,Success,Math1113,0to2
1317,Failure,Math1113,0to2
1318,Failure,Math1113,0to2
1319,Failure,Math1113,0to2
1320,Failure,Math1113,0to2
1321,Failure,Math1113,0to2
1322,Success,Math1113,0to2
1323,Success,Math1113,0to2
1324,Success,Math1113,0to2
1325,Success,Math1113,0to2
1326,Success,Math1113,0to2
1327,Success,Math1113,0to2
1328,Success,Math1113,0to2
1329,Success,Math1113,0to2
1330,Failure,Math1113,0to2
1331,Failure,Math1113,0to2
1332,Success,Math1113,0to2
1333,Success,Math1113,0to2
1334,Success,Math1113,0to2
1335,Success,Math1113,0to2
1336,Success,Math1113,0to2
1337,Success,Math1113,0to2
1338,Success,Math1113,0to2
1339,Success,Math1113,0to2
1340,Success,Math1113,0to2
1341,Success,Math1113,0to2
1342,Success,Math1113,0to2
1343,Success,Math1113,0to2
1344,Success,Math1113,0to2
1345,Success,Math1113,0to2
1346,Success,Math1113,0to2
1347,Success,Math1113,0to2
1348,Success,Math1113,0to2
1349,Failure,Math1113,0to2
1350,Success,Math1113,0to2
1351,Success,Math1113,0to2
1352,Success,Math1113,0to2
1353,Success,Math1113,0to2
1354,Failure,Math1113,0to2
1355,Failure,Math1113,0to2
1356,Failure,Math1113,0to2
1357,Success,Math1113,0to2
1358,Success,Math1113,0to2
1359,Success,Math1113,0to2
1360,Success,Math1113,0to2
1361,Success,Math1113,0to2
1362,Failure,Math1113,0to2
1363,Success,Math1113,0to2
1364,Success,Math1113,0to2
1365,Success,Math1113,0to2
1366,Success,Math1113,0to2
1367,Success,Math1113,0to2
1368,Success,Math1113,0to2
1369,Success,Math1113,0to2
1370,Success,Math1113,0to2
1371,Success,Math1113,0to2
1372,Success,Math1113,0to2
1373,Success,Math1113,0to2
1374,Success,Math1113,0to2
1375,Success,Math1113,0to2
1376,Success,Math1113,0to2
1377,Success,Math1113,0to2
1378,Failure,Math1113,0to2
1379,Success,Math1113,0to2
1380,Success,Math1113,0to2
1381,Success,Math1113,0to2
1382,Success,Math1113,0to2
1383,Success,Math1113,0to2
1384,Success,Math1113,0to2
1385,Success,Math1113,0to2
1386,Success,Math1113,0to2
1387,Success,Math1113,0to2
1388,Failure,Math1113,0to2
1389,Failure,Math1113,0to2
1390,Failure,Math1113,0to2
1391,Success,Math1113,0to2
1392,Success,Math1113,0to2
1393,Success,Math1113,0to2
1394,Failure,Math1113,0to2
1395,Success,Math1113,0to2
1396,Success,Math1113,0to2
1397,Success,Math1113,0to2
1398,Success,Math1113,0to2
1399,Success,Math1113,0to2
1400,Success,Math1113,0to2
1401,Failure,Math1113,0to2
1402,Success,Math1113,0to2
1403,Failure,Math1113,0to2
1404,Success,Math1113,0to2
1405,Failure,Math1113,0to2
1406,Success,Math1113,0to2
1407,Success,Math1113,0to2
1408,Success,Math1113,0to2
1409,Failure,Math1113,0to2
1410,Failure,Math1113,0to2
1411,Success,Math1113,0to2
1412,Success,Math1113,0to2
1413,Success,Math1113,0to2
1414,Success,Math1113,0to2
1415,Success,Math1113,0to2
1416,Success,Math1113,0to2
1417,Success,Math1113,0to2
1418,Success,Math1113,0to2
1419,Success,Math1113,0to2
1420,Success,Math1113,0to2
1421,Success,Math1113,0to2
1422,Success,Math1113,0to2
1423,Success,Math1113,0to2
1424,Success,Math1113,0to2
1425,Success,Math1113,0to2
1426,Failure,Math1113,0to2
1427,Success,Math1113,0to2
1428,Success,Math1113,0to2
1429,Success,Math1113,0to2
1430,Success,Math1113,0to2
1431,Failure,Math1113,0to2
1432,Failure,Math1113,0to2
1433,Success,Math1113,0to2
1434,Success,Math1113,0to2
1435,Success,Math1113,0to2
1436,Success,Math1113,0to2
1437,Success,Math1113,0to2
1438,Success,Math1113,0to2
1439,Success,Math1113,0to2
1440,Success,Math1113,0to2
1441,Success,Math1113,0to2
1442,Failure,Math1113,0to2
1443,Success,Math1113,0to2
1444,Success,Math1113,0to2
1445,Failure,Math1113,0to2
1446,Success,Math1113,0to2
1447,Failure,Math1113,0to2
1448,Success,Math1113,0to2
1449,Success,Math1113,0to2
1450,Success,Math1113,0to2
1451,Failure,Math1113,0to2
1452,Success,Math1113,0to2
1453,Success,Math1113,0to2
1454,Success,Math1113,0to2
1455,Success,Math1113,0to2
1456,Success,Math1113,0to2
1457,Success,Math1113,0to2
1458,Success,Math1113,0to2
1459,Success,Math1113,0to2
1460,Success,Math1113,0to2
1461,Failure,Math1113,0to2
1462,Success,Math1113,0to2
1463,Success,Math1113,0to2
1464,Success,Math1113,0to2
1465,Success,Math1113,0to2
1466,Success,Math1113,0to2
1467,Success,Math1113,0to2
1468,Success,Math1113,0to2
1469,Success,Math1113,0to2
1470,Success,Math1113,0to2
1471,Success,Math1113,0to2
1472,Success,Math1113,0to2
1473,Success,Math1113,0to2
1474,Success,Math1113,0to2
1475,Success,Math1113,0to2
1476,Success,Math1113,0to2
1477,Success,Math1113,0to2
1478,Success,Math1113,0to2
1479,Failure,Math1113,0to2
1480,Success,Math1113,0to2
1481,Success,Math1113,0to2
1482,Success,Math1113,0to2
1483,Success,Math1113,0to2
1484,Success,Math1113,0to2
1485,Success,Math1113,0to2
1486,Success,Math1113,0to2
1487,Failure,Math1113,0to2
1488,Success,Math1113,0to2
1489,Success,Math1113,0to2
1490,Failure,Math1113,0to2
1491,Success,Math1113,0to2
1492,Failure,Math1113,0to2
1493,Success,Math1113,0to2
1494,Failure,Math1113,0to2
1495,Failure,Math1113,0to2
1496,Failure,Math1113,0to2
1497,Success,Math1113,0to2
1498,Success,Math1113,0to2
1499,Success,Math1113,0to2
1500,Success,Math1113,0to2
1501,Success,Math1113,0to2
1502,Success,Math1113,0to2
1503,Success,Math1113,0to2
1504,Success,Math1113,0to2
1505,Success,Math1113,0to2
1506,Failure,Math1113,0to2
1507,Failure,Math1113,0to2
1508,Success,Math1113,0to2
1509,Success,Math1113,0to2
1510,Failure,Math1113,0to2
1511,Success,Math1113,0to2
1512,Success,Math1113,0to2
1513,Success,Math1113,0to2
1514,Failure,Math1113,0to2
1515,Success,Math1113,0to2
1516,Success,Math1113,0to2
1517,Success,Math1113,0to2
1518,Success,Math1113,0to2
1519,Success,Math1113,0to2
1520,Success,Math1113,0to2
1521,Failure,Math1113,0to2
1522,Success,Math1113,0to2
1523,Failure,Math1113,0to2
1524,Success,Math1113,0to2
1525,Success,Math1113,0to2
1526,Success,Math1113,0to2
1527,Success,Math1113,0to2
1528,Failure,Math1113,0to2
1529,Success,Math1113,0to2
1530,Success,Math1113,0to2
1531,Success,Math1113,0to2
1532,Success,Math1113,0to2
1533,Success,Math1113,0to2
1534,Success,Math1113,0to2
1535,Success,Math1113,0to2
1536,Failure,Math1113,0to2
1537,Success,Math1113,0to2
1538,Failure,Math1113,0to2
1539,Failure,Math1113,0to2
1540,Failure,Math1113,0to2
1541,Success,Math1113,0to2
1542,Failure,Math1113,0to2
1543,Success,Math1113,0to2
1544,Failure,Math1113,0to2
1545,Success,Math1113,0to2
1546,Success,Math1113,0to2
1547,Success,Math1113,0to2
1548,Success,Math1113,0to2
1549,Success,Math1113,0to2
1550,Success,Math1113,0to2
1551,Success,Math1113,0to2
1552,Success,Math1113,0to2
1553,Success,Math1113,0to2
1554,Success,Math1113,0to2
1555,Success,Math1113,0to2
1556,Success,Math1113,0to2
1557,Success,Math1113,0to2
1558,Success,Math1113,0to2
1559,Success,Math1113,0to2
1560,Success,Math1113,0to2
1561,Success,Math1113,0to2
1562,Success,Math1113,0to2
1563,Success,Math1113,0to2
1564,Success,Math1113,0to2
1565,Success,Math1113,0to2
1566,Success,Math1113,0to2
1567,Success,Math1113,0to2
1568,Failure,Math1113,0to2
1569,Success,Math1113,0to2
1570,Success,Math1113,0to2
1571,Success,Math1113,0to2
1572,Success,Math1113,0to2
1573,Success,Math1113,0to2
1574,Success,Math1113,0to2
1575,Success,Math1113,0to2
1576,Success,Math1113,0to2
1577,Success,Math1113,0to2
1578,Success,Math1113,0to2
1579,Success,Math1113,0to2
1580,Failure,Math1113,0to2
1581,Success,Math1113,0to2
1582,Success,Math1113,0to2
1583,Success,Math1113,0to2
1584,Success,Math1113,0to2
1585,Success,Math1113,0to2
1586,Success,Math1113,0to2
1587,Failure,Math1113,0to2
1588,Success,Math1113,0to2
1589,Success,Math1113,0to2
1590,Success,Math1113,0to2
1591,Success,Math1113,0to2
1592,Success,Math1113,0to2
1593,Success,Math1113,0to2
1594,Failure,Math1113,0to2
1595,Success,Math1113,0to2
1596,Success,Math1113,0to2
1597,Success,Math1113,0to2
1598,Success,Math1113,0to2
1599,Success,Math1113,0to2
1600,Success,Math1113,0to2
1601,Success,Math1113,0to2
1602,Success,Math1113,0to2
1603,Success,Math1113,0to2
1604,Success,Math1113,0to2
1605,Success,Math1113,0to2
1606,Failure,Math1113,0to2
1607,Success,Math1113,0to2
1608,Success,Math1113,0to2
1609,Success,Math1113,0to2
1610,Success,Math1113,0to2
1611,Success,Math1113,0to2
1612,Success,Math1113,0to2
1613,Success,Math1113,0to2
1614,Success,Math1113,0to2
1615,Success,Math1113,0to2
1616,Success,Math1113,0to2
1617,Success,Math1113,0to2
1618,Success,Math1113,0to2
1619,Success,Math1113,0to2
1620,Failure,Math1113,0to2
1621,Success,Math1113,0to2
1622,Success,Math1113,0to2
1623,Success,Math1113,0to2
1624,Success,Math1113,0to2
1625,Failure,Math1113,0to2
1626,Success,Math1113,0to2
1627,Failure,Math1113,0to2
1628,Success,Math1113,0to2
1629,Success,Math1113,0to2
1630,Failure,Math1113,0to2
1631,Success,Math1113,0to2
1632,Failure,Math1113,0to2
1633,Failure,Math1113,0to2
1634,Success,Math1113,0to2
1635,Success,Math1113,0to2
1636,Success,Math1113,0to2
1637,Success,Math1113,0to2
1638,Success,Math1113,0to2
1639,Success,Math1113,0to2
1640,Failure,Math1113,0to2
1641,Success,Math1113,0to2
1642,Success,Math1113,0to2
1643,Success,Math1113,0to2
1644,Success,Math1113,0to2
1645,Failure,Math1113,0to2
1646,Success,Math1113,0to2
1647,Success,Math1113,0to2
1648,Success,Math1113,0to2
1649,Success,Math1113,0to2
1650,Success,Math1113,0to2
1651,Success,Math1113,0to2
1652,Failure,Math1113,0to2
1653,Success,Math1113,0to2
1654,Failure,Math1113,0to2
1655,Success,Math1113,0to2
1656,Failure,Math1113,0to2
1657,Success,Math1113,0to2
1658,Success,Math1113,0to2
1659,Success,Math1113,0to2
1660,Success,Math1113,0to2
1661,Success,Math1113,0to2
1662,Success,Math1113,0to2
1663,Success,Math1113,0to2
1664,Success,Math1113,0to2
1665,Failure,Math1113,0to2
1666,Failure,Math1113,0to2
1667,Success,Math1113,0to2
1668,Success,Math1113,0to2
1669,Success,Math1113,0to2
1670,Success,Math1113,0to2
1671,Success,Math1113,0to2
1672,Success,Math1113,0to2
1673,Success,Math1113,0to2
1674,Failure,Math1113,0to2
1675,Failure,Math1113,0to2
1676,Failure,Math1113,0to2
1677,Success,Math1113,0to2
1678,Success,Math1113,0to2
1679,Success,Math1113,0to2
1680,Success,Math1113,0to2
1681,Success,Math1113,0to2
1682,Success,Math1113,0to2
1683,Success,Math1113,0to2
1684,Failure,Math1113,0to2
1685,Failure,Math1113,0to2
1686,Success,Math1113,0to2
1687,Success,Math1113,0to2
1688,Success,Math1113,0to2
1689,Success,Math1113,0to2
1690,Success,Math1113,0to2
1691,Success,Math1113,0to2
1692,Success,Math1113,0to2
1693,Success,Math1113,0to2
1694,Success,Math1113,0to2
1695,Success,Math1113,0to2
1696,Success,Math1113,0to2
1697,Success,Math1113,0to2
1698,Success,Math1113,0to2
1699,Success,Math1113,0to2
1700,Success,Math1113,0to2
1701,Success,Math1113,0to2
1702,Success,Math1113,0to2
1703,Success,Math1113,0to2
1704,Success,Math1113,0to2
1705,Success,Math1113,0to2
1706,Success,Math1113,0to2
1707,Success,Math1113,0to2
1708,Success,Math1113,0to2
1709,Failure,Math1113,0to2
1710,Success,Math1113,0to2
1711,Success,Math1113,0to2
1712,Success,Math1113,0to2
1713,Success,Math1113,0to2
1714,Success,Math1113,0to2
1715,Success,Math1113,0to2
1716,Success,Math1113,0to2
1717,Success,Math1113,0to2
1718,Success,Math1003,0to2
1719,Success,Math1003,0to2
1720,Success,Math1003,0to2
1721,Success,Math1003,0to2
1722,Success,Math1003,0to2
1723,Success,Math1003,0to2
1724,Failure,Math1003,0to2
1725,Success,Math1003,0to2
1726,Success,Math1003,0to2
1727,Success,Math1003,0to2
1728,Success,Math1003,0to2
1729,Success,Math1003,0to2
1730,Success,Math1003,0to2
1731,Failure,Math1003,0to2
1732,Failure,Math1003,0to2
1733,Success,Math1003,0to2
1734,Success,Math1003,0to2
1735,Failure,Math1003,0to2
1736,Success,Math1003,0to2
1737,Success,Math1003,0to2
1738,Failure,Math1003,0to2
1739,Success,Math1003,0to2
1740,Failure,Math1003,0to2
1741,Failure,Math1003,0to2
1742,Success,Math1003,0to2
1743,Failure,Math1003,0to2
1744,Failure,Math1003,0to2
1745,Failure,Math1003,0to2
1746,Success,Math1003,0to2
1747,Success,Math1003,0to2
1748,Success,Math1003,0to2
1749,Failure,Math1003,0to2
1750,Success,Math1003,0to2
1751,Success,Math1003,0to2
1752,Success,Math1003,0to2
1753,Success,Math1003,0to2
1754,Success,Math1003,0to2
1755,Success,Math1003,0to2
1756,Success,Math1003,0to2
1757,Failure,Math1003,0to2
1758,Success,Math1003,0to2
1759,Success,Math1003,0to2
1760,Success,Math1003,0to2
1761,Success,Math1003,0to2
1762,Success,Math1003,0to2
1763,Failure,Math1003,0to2
1764,Failure,Math1003,0to2
1765,Failure,Math1003,0to2
1766,Success,Math1003,0to2
1767,Success,Math1003,0to2
1768,Success,Math1003,0to2
1769,Success,Math1003,0to2
1770,Success,Math1003,0to2
1771,Failure,Math1003,0to2
1772,Success,Math1003,0to2
1773,Success,Math1003,0to2
1774,Success,Math1003,0to2
1775,Success,Math1003,0to2
1776,Failure,Math1003,0to2
1777,Failure,Math1003,0to2
1778,Success,Math1003,0to2
1779,Success,Math1003,0to2
1780,Success,Math1003,0to2
1781,Success,Math1003,0to2
1782,Success,Math1003,0to2
1783,Success,Math1003,0to2
1784,Failure,Math1003,0to2
1785,Success,Math1003,0to2
1786,Success,Math1003,0to2
1787,Failure,Math1003,0to2
1788,Failure,Math1003,0to2
1789,Failure,Math1003,0to2
1790,Success,Math1003,0to2
1791,Success,Math1003,0to2
1792,Failure,Math1003,0to2
1793,Failure,Math1003,0to2
1794,Success,Math1003,0to2
1795,Failure,Math1003,0to2
1796,Success,Math1003,0to2
1797,Failure,Math1003,0to2
1798,Success,Math1003,0to2
1799,Failure,Math1003,0to2
1800,Failure,Math1003,0to2
1801,Success,Math1003,0to2
1802,Failure,Math1003,0to2
1803,Success,Math1003,0to2
1804,Success,Math1003,0to2
1805,Success,Math1003,0to2
1806,Success,Math1003,0to2
1807,Failure,Math1003,0to2
1808,Success,Math1003,0to2
1809,Success,Math1003,0to2
1810,Success,Math1003,0to2
1811,Success,Math1003,0to2
1812,Success,Math1003,0to2
1813,Success,Math1003,0to2
1814,Success,Math1003,0to2
1815,Success,Math1003,0to2
1816,Success,Math1003,0to2
1817,Failure,Math1003,0to2
1818,Failure,Math1003,0to2
1819,Success,Math1003,0to2
1820,Success,Math1003,0to2
1821,Success,Math1003,0to2
1822,Success,Math1003,0to2
1823,Failure,Math1003,0to2
1824,Success,Math1003,0to2
1825,Success,Math1003,0to2
1826,Success,Math1003,0to2
1827,Success,Math1003,0to2
1828,Success,Math1003,0to2
1829,Success,Math1003,0to2
1830,Success,Math1003,0to2
1831,Success,Math1003,0to2
1832,Success,Math1003,0to2
1833,Failure,Math1003,0to2
1834,Failure,Math1003,0to2
1835,Success,Math1003,0to2
1836,Success,Math1003,0to2
1837,Failure,Math1003,0to2
1838,Failure,Math1003,0to2
1839,Failure,Math1003,0to2
1840,Success,Math1003,0to2
1841,Success,Math1003,0to2
1842,Success,Math1003,0to2
1843,Success,Math1003,0to2
1844,Failure,Math1003,0to2
1845,Success,Math1003,0to2
1846,Success,Math1003,0to2
1847,Success,Math1003,0to2
1848,Failure,Math1003,0to2
1849,Failure,Math1003,0to2
1850,Success,Math1003,0to2
1851,Success,Math1003,0to2
1852,Failure,Math1003,0to2
1853,Failure,Math1003,0to2
1854,Failure,Math1003,0to2
1855,Success,Math1003,0to2
1856,Success,Math1003,0to2
1857,Success,Math1003,0to2
1858,Success,Math1003,0to2
1859,Failure,Math1003,0to2
1860,Success,Math1003,0to2
1861,Failure,Math1113,0to2
1862,Success,Math1113,0to2
1863,Failure,Math1113,0to2
1864,Failure,Math1113,0to2
1865,Failure,Math1113,0to2
1866,Failure,Math1113,0to2
1867,Success,Math1113,0to2
1868,Success,Math1113,0to2
1869,Failure,Math1113,0to2
1870,Success,Math1113,0to2
1871,Success,Math1113,0to2
1872,Success,Math1113,0to2
1873,Failure,Math1113,0to2
1874,Failure,Math1113,0to2
1875,Failure,Math1113,0to2
1876,Failure,Math1113,0to2
1877,Failure,Math1113,0to2
1878,Failure,Math1113,0to2
1879,Failure,Math1113,0to2
1880,Success,Math1113,0to2
1881,Failure,Math1113,0to2
1882,Success,Math1113,0to2
1883,Failure,Math1113,0to2
1884,Success,Math1113,0to2
1885,Success,Math1113,0to2
1886,Success,Math1113,0to2
1887,Failure,Math1113,0to2
1888,Success,Math1113,0to2
1889,Success,Math1113,0to2
1890,Failure,Math1113,0to2
1891,Success,Math1113,0to2
1892,Success,Math1113,0to2
1893,Success,Math1113,0to2
1894,Success,Math1113,0to2
1895,Success,Math1113,0to2
1896,Failure,Math1113,0to2
1897,Failure,Math1113,0to2
1898,Failure,Math1113,0to2
1899,Failure,Math1113,0to2
1900,Failure,Math1113,0to2
1901,Failure,Math1113,0to2
1902,Failure,Math1113,0to2
1903,Success,Math1113,0to2
1904,Success,Math1113,0to2
1905,Success,Math1113,0to2
1906,Success,Math1113,0to2
