weight,temp
52.2,176.5
68.4,153.9
36.9,172.5
51.9,173.5
40.4,176.3
38.7,173.1
51.8,170
54.4,171.2
57.2,162.3
55.4,167.9
49.5,175.8
54,177.4
56.5,169.5
54.1,169.4
42.4,171.6
45.5,176.7
26.4,184.5
40.4,178
39.7,172.9
40,172.9
55.3,168.9
54.4,171.7
29.2,177.9
56,170.8
60.2,165.4
53.1,171.4
46.1,175.6
47.8,169.5
46.7,181.8
43.9,179.4
46.3,174.4
50.9,172.1
42.4,173
46.3,174.6
48.7,175.4
48.2,170.5
40.9,176.9
40.6,186.2
49.1,168.6
38,181.1
42.7,184
42.4,186
39.5,180.3
36.1,178.9
45.4,175.8
56.2,167.8
42,182
53.8,169.1
42.5,171.3
44.1,176.4
35.2,178.8
53.3,173.5
49.7,170
36.4,177.8
39,182.2
53.8,169.2
35.1,178.5
31.9,190.1
42.3,179.3
37.2,179.1
42.9,177.1
44.5,169.4
43.1,176.9
40.2,175.3
45.1,169.3
52.9,169.4
41,180.8
50.2,171.2
38.5,178.7
50.2,171.6
49.3,177.3
37,175
48.9,176.1
48.2,184.8
42.3,176.6
38.2,175.2
50.8,171.5
49.9,169.5
36.9,180.9
50.6,167.5
56.4,166.9
53.4,164.3
42.4,177
44.1,181.7
46,172.1
37.4,180.5
54.9,163.2
50.2,166.5
44.9,173.6
49,174.8
45.2,178.1
48.6,177.6
52,169.7
43.1,165.3
49.3,176
35.5,178.3
39.5,175.6
38.2,175.9
36.7,177.3
40.6,178
49.5,166.8
40.8,179.8
40.6,178.5
41.2,170.9
40.1,177.2
37,175
47.4,169.6
37.6,177.2
47.8,176.9
51.9,169.8
44.5,177.2
43.7,181.9
40.4,177.1
65.3,160.1
55,161.1
48.5,173.2
40.6,173.3
50.3,167.7
54.4,158.8
42.5,169.4
45.5,176.8
53.3,165.5
54.3,168.3
46.5,172.9
38.5,173.5
41.4,176.2
54.7,171.3
43.2,183
44.4,175.9
48,172.3
57.7,171.9
47,171.6
39.1,171.9
61,168.4
54,169.3
38.9,175.3
48,177.8
37.6,174.2
40.1,175.3
46.7,175.2
38.2,176.7
39.1,175.3
27.4,177.6
43.6,176.6
39.1,180.7
38.5,178
50.3,173.4
35.9,184
55.8,170.1
57.2,161.4
54.2,165.1
33,182.6
50.9,176.8
43.9,169.9
36.6,182.5
38.3,184
59.6,170.1
48.9,172.6
53,171.7
37.1,178.4
53.6,173.1
41.2,174.9
50.8,175
56.4,170.5
40.9,177.8
50.6,171.6
43,177.2
32,177.7
40,174
39.6,171.5
41.5,176.5
42.3,172.4
57.1,165.1
36.9,178.4
56.7,171.4
36.5,182.9
39.9,181.4
45.7,175.6
33.4,179.6
46.3,165.9
41.5,177.9
40.7,181.8
43,178.3
54.4,176
31.7,180
42.4,178.1
38.4,175.7
55,159.4
44.9,175.2
53,172
35.5,179.6
42.5,180.9
53.2,171.4
31.8,177.8
49.7,169.4
35.1,180.6
53.7,164.5
47.7,168.9
37.4,179.8
54.5,171.9
35.6,182.8
49.9,171.1
45.8,168.3
55.7,169.3
39,181.8
48.3,181.1
43,180
43.8,169.6
51.5,169.1
57.8,172.4
40.7,185.5
44.9,169.5
50.5,176.3
29.7,183.9
60.5,164.6
54.5,168.8
60.7,165.3
48.1,175.3
48.1,176.9
45.4,172.7
49.7,169.2
35.6,179.2
38,172.9
47.8,161.5
31.7,175.5
34.7,174.1
47.7,171.7
36.7,183.2
36.7,182.7
41.2,176.5
47.6,173.9
33.6,183.4
45.8,171.1
45.9,172
47,177
34.3,184.6
39,179.2
50.3,175
47.2,178.6
36.3,179.8
47.6,172.8
51.1,172
55.7,172.1
41.4,177.5
33.7,186.8
59.5,168
38.7,182.4
31.1,184.9
46.1,180.1
57.3,173.1
31.2,184.1
36.8,182.9
65.1,163.1
44.3,175.2
39,180.3
41.8,180.4
56.5,174.8
38.4,174.9
59.6,171.6
41.9,174.4
53,170.5
49,176
43.3,176.4
45.6,172
46.4,168.7
29.4,182.5
46,177
40.1,172.3
44.6,184.8
40,175.4
39.7,177.7
49.4,169.4
58.2,165.7
34.7,185.2
46,177.7
39.4,166.4
59.4,170.1
51.6,170.7
31.1,182.9
50.1,169.9
53.4,160.2
43,173
41.7,169.6
55.4,171.9
50.2,166.3
53.1,166.1
56.1,161.5
36.9,176
43.3,178.1
37.2,180.6
56.6,172.4
43.8,172.6
54.4,165.9
48.6,173.8
50.6,174.6
32.1,179.7
31,176.5
38.7,185.3
36.4,182.3
56.6,164.6
55.3,169
32.2,181.2
46.3,176.7
54.1,163.9
36.5,170.6
52.7,174.1
62.3,158.2
45.1,174.2
36.6,172.3
48.5,173.8
35.1,184.1
43.9,169.3
61.6,162.3
40.6,172.8
44.6,173
50.6,169.9
39.4,182.9
33.5,181.1
50.7,172.2
33.6,181.8
40.1,175.8
50.5,168.5
39.7,175.9
40.6,174.3
42,176.6
49.4,167.1
29.8,177.7
51.7,165.3
35,180.1
48,166.9
36.2,178.5
30.1,181.3
48.2,172.8
35.8,178.2
37.2,189.4
24.7,188.7
54.7,171.6
59.1,164.2
45.3,169.7
47,173.1
45.3,175.7
42.8,169.4
44.9,170.5
48.8,173.1
51,160.1
43.9,175.1
49.2,179.4
45.8,171.5
46.9,168.4
46.9,165.2
31.5,178.1
35.6,181.1
40.3,175.7
40.7,182.4
44.2,173.8
42.2,175.7
51.4,175.9
45.4,169
41.5,175.9
41.4,175.4
51.3,168.3
44.6,174.5
49.1,173.2
38.8,184.2
51.2,165.4
43.2,178.8
54,165.9
39.9,176.4
36.4,181.1
41.6,173.9
41.3,175.5
57.4,163.1
38.3,178.8
62.4,161.2
41.5,178.5
48.3,171.3
41.6,176.5
39.9,176.4
48.2,182.4
54.8,170.9
50.6,167.6
41.7,184.4
40.7,170.3
54.3,171.8
45.2,173.9
58.5,166.4
46.8,165.1
44.9,177.6
35.9,181
36.1,180.8
48.1,175.5
52.1,170.7
37.4,177.4
47.8,174.6
31.9,182.9
48.4,164.8
53.8,168.9
29,181.7
40,171.9
56.7,161.6
42.8,168
42.5,178.6
44.5,179.1
44.5,177.5
42.1,175.9
33.7,172.1
40.5,180
44.4,174.2
58.4,162
53.6,163
41.7,183.9
30.9,179.5
47.2,175.6
41.8,172.7
49.5,165.4
44.3,168.3
42.1,181
45.8,174
36.4,175.1
57.6,168.1
28.3,181.5
41.4,176.4
59.9,168.5
55.6,165
39.2,179.4
40.9,176.4
45.3,175.8
47.8,167.9
51.7,170
40,178.9
36.1,181.3
25.3,189.3
25.6,182.2
45.8,170.5
39.9,172.5
48.2,172.3
40.4,183
53.7,166.3
49.5,171.1
40.6,171.2
44.8,174.3
45.3,172.6
27.6,180.9
55.4,163.1
52,177.9
34,181.6
63.8,165.7
62.3,160.4
46.6,176.4
40.3,170.7
35,181.4
45.2,179.5
45.3,182.6
45,172.4
46.4,169.7
40.3,178
44.3,168.3
41.4,173.7
51.8,171
38.3,177.9
46.3,172.6
45.8,170.7
47.5,174.6
35.9,176.7
48.4,172
43.8,176.1
40.5,177.6
51.6,164.4
37.8,175.4
37.2,173.6
35.4,177.7
36.2,180.8
46,175.6
44.7,174.1
54.7,166.3
44.9,175.1
37.6,172.9
50,172.9
50.5,170.2
52.5,171.9
53.6,170.9
31.5,179.9
29.3,179.7
42.3,169.6
41.1,177.7
43.6,173.6
38.1,173.5
49.2,169.1
37.5,182.3
55,171.1
37.9,176.8
57.2,172.1
37.5,179.9
51,161.1
41.3,175
56.7,173.1
38.4,184.7
42.6,173.9
51.5,176.1
56.5,165
29.6,186.1
45.7,168.4
40.7,179.5
46.6,183.7
38.3,181.1
33.9,188
54.1,170.7
42.4,177.6
31.4,188.4
42.7,175.2
44.3,180.1
40.2,181.1
45.7,174.5
48.3,173.6
44.2,176.1
57.6,164.3
34.2,183
52.3,164.2
58.2,170.1
41.7,184.2
54.4,165
55.1,178.3
36.3,179.2
38.2,176.3
54.6,169.3
41,176.6
55.6,170.1
51.4,170.4
44,172.8
42.4,175.9
34.8,180.6
36.2,169.4
44.6,172
58.3,164.8
58.3,166.5
32.1,184.8
32.1,185.2
40.5,175
44.9,177.4
45.3,171.2
32.1,175.7
41.1,185.2
48,169.9
37.6,177
48.9,166.5
50.1,166.7
45.7,174.5
44.1,174.5
29.1,181.3
47.9,180.9
43.3,172.9
44,179.4
35.2,171.4
43.6,174
40.2,175.4
50.5,177.5
43.2,173
50.6,170.5
40.5,172.1
42.5,177.4
35.5,188.6
39.8,177.1
58.9,170.6
49.8,179.4
44.9,175.4
44.1,173.1
42,177.4
36.6,182.3
22.5,200.6
39.2,170.8
45.9,170.1
73.5,158.1
45.1,179.1
31.9,181.6
34.6,180.1
38.2,181.8
55,165.5
36.4,175.7
41.3,181
47.4,181.8
51.7,164.6
56.8,166.2
47.7,169.1
41.4,174.8
47.3,170
42.8,168
37.1,181.1
43.3,180.2
39.8,175
54.6,169.9
28,187.8
55,167.4
49.2,167.9
35.6,175.9
53.8,163.7
27.5,183.5
40.7,178.7
56.6,169.3
34.2,174.6
50.7,165.2
42.9,178.5
44,176.2
39.4,176.8
37.3,178.2
44.6,174.7
40.1,168.5
31.2,178.5
52.2,168.2
53.7,177.3
39.1,178.1
64.8,159.6
55.4,176.5
34.2,184.9
42.9,177.2
57.1,167.2
37.7,175.9
37.4,177.6
41.4,175.3
31.7,179.9
34.6,182.2
48.9,166.5
51.3,177
44,179.9
52.9,168.5
38.1,185.3
40.9,179.7
27.9,184.3
39.5,187.2
40.2,175.5
51,165
35,173.6
36.2,181.8
34.8,177.9
39.2,175.4
25.5,186.1
59.2,163.3
43.6,180
45.2,173.7
46.3,172.4
57.9,173.5
44.7,176.2
47.8,170.3
37.7,181.3
46.5,171.7
29.6,189.7
55.2,170.3
48,175.5
56.9,170.3
46.2,176
44,175.9
45.3,175.1
47.5,169.1
60.4,162.8
54.3,170.6
52.4,178.7
42.8,174.3
47.4,173.5
56.7,170.8
35,175
26,172.8
50.3,168.9
40.9,177.1
46.3,171.5
51.3,174.7
44.7,175
39.6,178.2
37.3,178.9
40,179.2
48.9,169.2
50,170.2
55.9,169.6
51.6,156
35.2,176.4
45.8,174.5
40.9,179.3
46.5,170.9
41.1,175.5
37.1,175.6
50.7,174.3
58.1,162.4
49.5,172
43.3,175.8
39.7,180
42.1,179.6
57.1,166
43.8,175.8
48.3,174.3
52.1,169.6
31.3,183.2
40.7,172.6
56,170.3
48.8,175.1
38.5,176
49.7,167.8
58.4,166.9
50.6,172.2
44.8,175.5
26.5,185.3
51,174.9
46.8,176.1
40.3,171.8
42,189.4
62.2,162.7
43.7,168.3
35.8,183.4
48.8,171.3
50.8,174
50.9,165.8
39,184.3
48,181.8
41.1,185.2
45.2,179
52,168.7
52.4,166
47.9,166.4
44.4,181.8
53.5,172.5
35.3,178.5
41.3,178.1
50.5,166.2
43.1,180
44.5,171.4
48.6,173.3
46.5,170.1
29.6,182.6
58.5,165.7
33.6,182.2
53.3,163.2
58.3,169.9
44.4,182.1
52.3,171.5
39.6,178.3
51.4,166.3
50.4,166.4
46.9,179
48.6,175.1
53.3,169.7
24.3,185.8
43.7,173.8
47.7,173.9
58.7,169.9
48.8,172.5
48.1,170
46.7,167.9
39.9,177.3
48.2,171
43.3,179.6
35.9,176.5
36.2,171.5
46.4,186.8
50.2,170.9
27.6,187.7
51.2,168.8
39.8,172.5
50.8,175.5
47.2,171.3
53.5,169.6
42.7,185.5
38.7,183.3
37.4,175.6
38.6,172.3
68.6,160.6
39.5,174.9
54.2,169.2
46.1,170.3
50.7,170.8
50.3,174.5
39.9,177.3
37.8,175.9
33.7,173.4
49.2,170.9
48.7,166.7
43.2,181
46,172.6
51.8,172.6
42.1,170
60.2,164.1
50.5,166.5
44.4,171.7
44.4,174
50.7,172.5
49.1,163.7
35.6,185.3
50.9,174.4
42.2,174.6
49.3,176.9
44.4,175
55.3,174.2
44.2,174.2
50.4,166.4
58.2,166.4
56.2,171.3
42.5,173.8
40.5,181.7
52.8,180.6
42.4,176.8
42.7,169.7
56.3,165
34.3,176.6
51.2,169.5
48.8,174.7
41.1,175.5
37.3,177.9
29,187.8
31.1,179.6
58.6,171
34.3,175.9
48.6,181.7
41.9,176.4
51.9,178.8
43.5,171.5
48.9,169.7
34.4,181.4
45.1,181.2
51.7,162.1
57.2,168.8
51.3,173.3
40.4,180.3
40.9,173.5
52.2,167.6
42.1,181.7
46.7,180.5
58.6,170.8
38.7,176.9
56,175.2
39,179.2
46.3,171
35.4,186.4
40.3,178.2
44.2,174.6
53.1,166.5
54.1,164.5
41,176.7
48.9,171.9
37.2,183.7
47.6,173.2
37.5,172.8
40.9,176.2
51.4,175.4
34,179.4
55.1,167.7
51.9,165
41.5,171.5
44.3,166.7
33.6,179.8
38.9,175.2
53.6,159.2
63.5,169.5
43,169.7
38.3,175.8
57.9,171.8
51.7,173.7
40.5,169.8
39.7,174.3
36.4,174.2
54.6,176.2
45.7,177.9
51.1,170.8
53.4,170.3
50.8,167.7
31.7,183.5
33.9,185.5
42,174.5
45.6,173.2
56.1,161.2
41,173.4
47.7,178.5
41,170.2
41.4,180.2
48.5,172.3
51.3,168.7
41,172
43.3,169.8
33.8,177.7
50,170.7
27.6,179.1
52.9,166.1
23.3,198.1
46.2,178.1
42.9,181.6
39.1,179.1
44.8,172.4
43.3,177.7
35.9,174.6
43,172.6
48.9,169.2
54.2,172.9
50.4,172.6
35.8,174.1
47.1,175.8
49.6,177.8
45.2,166.2
42.8,174.6
53.6,169
49.1,170.9
54.8,176.5
43.3,171.2
42.6,174.5
55.2,162.1
32.9,170.3
40.5,180.6
58.8,163.2
38.1,172.7
54.4,172.5
44.6,171.3
44.6,176.6
48.9,173.2
36.2,188.5
34.9,179.8
36.8,174.4
28.7,189.3
48,175.1
35.2,183.8
40.2,170.2
53.1,173.2
56.2,175.5
32.8,188.2
38.1,179.1
39.9,173.9
35.8,185.7
39.7,182.6
46.8,173.1
53.9,166.6
42.6,171.9
41.9,178.6
42.1,178
46.7,176.2
41.6,173.1
29.8,185.4
41.3,180.5
23,183.1
50.5,166.1
43.1,167.3
43.5,170.8
38.2,183.7
42.4,178.3
42.6,170.4
55.1,169.4
29.2,182.9
45.8,174
49.8,169.1
56.5,169.7
55.4,165.5
24.7,188.7
41.8,180.3
43.1,172.1
50.8,175.6
57.9,163.9
43.2,175.9
55.3,173.9
54.9,171
58.4,160.9
38.3,176.7
63.8,167.1
58.1,166.7
46,168.2
62,156.6
42.2,183.8
56.3,165.5
44.5,175.9
39.9,179.8
33.8,185.3
56.4,171.6
39.6,177.9
50.2,172.6
32.7,178.5
47.7,174.4
50.9,172.8
51.5,181.9
39.7,180
51.4,168.4
48.6,179.2
50.2,172.1
50,173.1
28.7,184
47.9,173.9
59.5,162.7
28.7,183.1
46.6,179
36.2,177.9
42.1,173.9
44.4,180.4
48.8,169.1
56.7,166.7
49.8,175.8
38.3,183.1
47,171.7
57.7,171.2
40.9,174.9
51,171.6
47.3,174.8
53,179.3
44.1,171
55.9,169.5
40.4,175.4
43.2,174.4
41.8,181.8
53.5,171.5
58.6,159.7
44.3,175.2
61.1,161.6
49.5,164.3
44.3,164.4
42.4,169.4
49,171.6
43.9,178.6
47.3,175.7
42.8,166.6
52.5,165.7
56.1,168.2
44,183.6
47.8,163.9
49.7,167
55,171.5
35.7,176.1
35,185.3
43,173.3
47.1,173.1
34,180.2
38.8,171.8
43.9,174.9
43.7,177.8
37.2,175.9
37.5,177.1
40.6,174.7
44.5,170.3
42.4,164
44.9,172.4
46,175.3
28.6,176.7
51.7,163.8
47.7,175.4
43.9,172.5
37.3,184.1
48.6,170.6
65.4,162.4
46.7,176.5
43.1,170.3
56.5,166
38.1,175.1
36.4,173.8
44.1,183.6
44.2,175
33.4,185.1
45,173.7
50.8,166.8
40.4,181.4
47.5,173.7
51.9,171.4
46.5,175.5
55.4,168.5
49.3,174.4
46.9,171.7
43.5,175.5
49.9,172.9
42.9,174.4
46.6,175.7
34.7,183.7
58.9,166.8
44.9,177.3
48.8,172.5
52.7,170.3
36.9,184.8
29,172.8
37.3,175.1
42.8,172.4
43.8,169.1
54.8,164.2
45.6,172.7
39.5,175
36.8,180.2
40.8,179.1
35.9,174.4
57.6,167
47.1,174.9
48.4,179
39.6,178.9
48.5,169.7
45.1,176.1
47.2,179.4
41.6,184.4
59.3,164
49.8,174.5
54.2,171.1
42.4,176.9
40,177.6
41.3,177.9
37.2,182.7
42,176.3
44.3,172.5
33.7,185.3
52.8,172.7
45.8,176.4
46.5,173.5
39.1,175.1
46.5,171.2
33.1,181.1
48.3,177.2
45.4,172.5
33.7,182.6
44,169.9
47.9,169.3
45.3,172.5
49.4,182
42.9,179.2
48.3,170.7
48.6,174.2
45.4,175.3
48.4,169.4
50.4,165.1
36.1,174.5
55.1,167
41.9,171
45.3,175
35.2,175.6
40.7,167.8
52.4,173.4
54.4,163
47.9,169.1
54.9,167.5
54.6,173
60.8,167.1
44.5,168.3
38.4,177.2
50.2,168.7
34.8,186.3
31.7,186.6
31.3,189.3
36.8,179
46.3,176.3
52.7,166.4
34.4,189.2
36.4,181.7
67.9,168.1
40.3,173.5
45.5,177
48.9,175.1
50.6,168.4
40,175.5
30.8,179
38.2,183.7
45.2,175.1
53.9,167.5
35.7,178.9
31.5,182.4
36,176.8
42,182
54.9,176.1
40.8,169.4
33.3,183.3
34.2,183.9
41.2,176.7
56.8,165.1
29.4,180.8
34,183.6
38.8,178.9
32.2,184.1
39.4,177.9
54.1,175
34.2,180.7
38.3,176.7
50.8,169.9
52.4,168.4
50.1,170.5
41.3,183.5
45.2,176.6
42.6,171.5
41.8,174.3
44.4,177.3
42.7,169.7
51.1,167.2
38.8,174.5
48.5,170.5
38.5,173.1
33.1,174.5
60.9,167.3
55.4,168.8
48.4,174
46.8,175.6
53.4,173.5
37.1,173.2
65.3,170.8
48.3,174
40.5,174.6
60.8,160.9
36.6,180.7
55.7,169.4
38.3,180.5
37.9,178.4
30.7,186.9
40.2,180.1
43.4,176.5
48.6,178.2
41.5,174.7
49.7,172.6
38.5,176.5
43.9,178.4
54.1,170.5
42.7,168.5
52,180.9
44.1,180.6
47.3,169.8
42.2,174
42.7,178.5
43,169.9
48.5,170.8
44.9,175.1
42.2,177.8
27.9,187
53.6,161.2
36.5,177.6
47.7,172.9
41.5,175.8
46.9,174.3
41.4,171.6
33.5,177.7
36.7,174.8
43.8,171.3
40.4,176.1
52.4,168.9
48.9,177.6
48.6,165.2
48.3,167.7
43.5,167.3
48.9,171.3
41.3,179.4
43.2,177
43.4,168.3
57.5,158.9
47.1,178.9
51.3,170.6
55.1,170.4
32.4,185.4
34.2,182.2
56.8,166.4
50.3,172.9
50.4,170.1
34.9,186.2
42.5,176.6
45.3,173.8
39.5,175.4
46.5,168
55.7,171.2
58.9,166.4
63.7,167.7
49.6,166.8
40.9,179.4
57.1,175.4
57.1,166.9
60,161.9
41.9,181.5
53.6,174.2
51,169.5
33,185.6
47.1,171.5
41.5,175.3
43.6,173.4
48,176.5
40.2,175.4
48,172.4
52.2,165.4
44,172.3
55.6,169.4
53.5,169.7
41.2,182
37.5,175.6
38,175.8
37.3,181.8
30.1,187.9
34.4,178.7
47.7,174.7
54.7,164.9
50.6,172.7
43.2,169.5
45.5,174.1
47.8,170.4
46.6,173.4
52.2,166.2
36.7,180.9
44.6,170.3
55.5,169.6
41.8,176.8
48.6,165.2
50.6,172.9
47.9,164.5
37.8,184.6
49.8,174.3
47.8,172.1
44.1,173.3
61,168.2
35.7,172.2
55.7,167.1
27.7,186.5
25.6,187.5
50.8,170.1
33.9,185.9
40.9,186.3
47.2,168.1
47.2,178.9
45.2,175
47.8,179
47.8,173.2
45.5,171.8
43.3,174.9
42,174
36.7,185
41.6,183.5
45.3,171.1
58.2,170.3
33.3,184.8
43.6,169
51.8,171.4
58.4,158.3
41.2,183
38,181.6
56.3,169
51.8,176.1
51.3,166.8
43.9,180.5
42.2,172.9
47.5,177.2
56.1,171.6
41.9,175.3
56.1,171.4
56.6,163.6
58.4,166.9
46.9,176.4
48.5,175.5
45.8,176.2
37.3,171
21.2,184.3
49.6,170.4
42.3,177.9
46.4,176.8
34,186.5
52.8,165.4
25.4,180.8
39.6,169.7
35.1,177.9
48,177.8
47.1,169.1
48.2,175.6
41.8,174
44.4,175.4
38.2,177.2
46.7,179.8
48.2,177.8
34.9,175.4
49.2,168.6
55.1,169.9
54.1,164.7
33.3,178.1
51.4,171.1
39.4,182.9
36.2,179.6
26.3,191.7
33.6,181
50,177.7
55.9,174
44.7,180
42.9,168.7
54.9,170.8
47.7,171.6
26.9,186.7
49.2,175.6
41.7,177
53.9,170.7
31.8,178.7
47.5,167
43,188.2
37.3,180.2
49.9,172.6
44.5,172.7
47.4,174.5
42.9,170.1
38.8,181.8
43.5,181.9
35.9,177.2
67.2,157.6
50.4,169.9
44.4,179.5
42.8,173.5
39.8,172.3
32.5,180.3
55,172.6
54.8,166.7
54.5,161.1
46,178.1
47,174.9
43.2,175.9
53.1,175.6
39.3,183.6
44.6,176.9
48.5,167.1
33.9,181
20.9,184
44.8,168.1
34.7,176.3
43.3,167
55.3,173.2
53.6,179.3
39,171.2
35.1,181.4
41.6,173
45.9,172.9
35.2,172.9
60.4,162.2
48.4,172.4
44.7,173
40.9,167.6
33.7,176.5
37.6,168.4
42.3,169.2
45.1,173.5
44.4,174.3
47.2,176.6
50.4,167
49.2,168.3
21.8,190.8
35.4,181.3
48.1,172.9
53.6,179.9
65.3,164.2
47.7,165.2
47.6,164.9
41.2,171.2
41.7,177.8
39,184.1
46.7,173.4
44.4,174
45.2,176.1
32.2,182.8
46.6,176.8
59.2,161.9
37.6,173.6
57.9,168.1
45.9,166.6
52.9,169.8
46.6,172.8
37.4,179.1
44.1,167.8
38.7,181.7
48.8,167
52.1,174.8
59.7,163.9
54.7,173.5
56.2,168.3
39,174.7
49.1,175.5
48.1,171.2
43.3,169
41.1,177.1
58.1,167.1
63.7,164.9
50.2,172.4
51,166.3
49,176.3
39.9,172.5
48.9,169.1
39.9,179.9
44.5,165.9
47.6,169.6
59.9,168.1
23.2,187.5
56.3,172
45.2,180.4
58.9,161.6
41.8,178.6
39.5,176.1
50,173.1
52.9,172
40.8,176.4
50.3,173.8
52.3,173.6
46.1,178.5
46.1,174.1
64,160.2
48.1,173.3
43.5,167.5
52.7,175.4
39.9,179.2
48.6,170.8
48.4,175.2
35.7,181.4
46.5,171
48.5,173.9
48.1,167.4
45.6,177.8
45.1,181.7
38,175.1
33.4,178.1
51.4,162.8
42.9,177.9
34.9,182.2
37.5,179
49.2,183.5
43.4,179.9
51,169.3
58.6,161.8
40,181.9
46.4,176.9
40.2,185.5
53.2,171.3
48.3,174.8
47.6,172.3
32.5,175
46,171.4
31.8,180.1
34.2,183.1
33.8,182.4
44,169.5
44.7,173.6
60.9,169.7
54.1,169.1
48.2,177.4
36.8,181.7
28.1,182.1
32.6,173.5
48.4,182.1
43.3,171
36.8,185.5
51.5,167.9
48.8,168.5
44.4,175.7
47.8,168.9
37.6,170.9
42.2,178.1
36.1,181
49.7,173.4
54.5,167.3
27.1,179.9
46.1,163.8
62.6,165.1
55.7,164.6
54.4,178.7
36.8,174.4
40,174.8
43.3,175.8
49.3,167.1
48.2,167.3
58.8,166.9
52.1,166.8
44.9,181
43,174.8
29.3,185.2
46.4,181.2
45.2,178.1
53.9,170.7
56.5,161.1
28.6,183.8
55.7,168.1
34.7,182.4
43.8,181.5
42,177.3
53.7,166.8
41.9,173.3
50.4,171.1
54.1,173
55.9,168.9
49.8,161.2
52.7,170.4
41.2,177.9
31.2,182.5
43.3,171.6
53,175.3
54,176.1
40.3,178.7
39.7,174.2
34.3,181.7
51.9,170.4
51.3,168.3
50.8,169
54.8,168.4
36.4,169.8
35.1,183.2
34.8,179.8
49.1,172.9
45.8,171.3
45.7,172.2
53.6,173.8
30.2,181
43.5,171.3
36.4,175
55.5,166.7
28.2,182.2
54.3,161.8
36.4,176.1
39.3,178
43.7,179.4
34,176.4
43.6,173.4
49.2,169
57.8,172.2
46.3,172.2
43.3,173.5
43.8,171.6
38.2,176.3
53.9,168.6
36.4,181.1
48.1,171.9
49.9,175.9
46.6,173.6
43.4,170.5
37,171.6
45.9,167.6
49.8,177.3
47.1,167.1
42,181.6
34.4,174.4
47.1,171.1
48.8,175.1
44,173.2
34,181.6
44.1,178.3
40.9,182.8
51.4,170.6
26.4,183.3
53,168.6
49.5,173.1
42.6,167.9
52.9,170.4
48.6,179.4
44.3,175.3
49.7,171.5
37.5,176.4
38.5,185.6
65.2,165.4
49.8,175.7
52.2,169.8
58.8,163.7
49.3,171.6
41.8,175.5
38.4,178.9
55.4,165.6
39.4,179.7
41.5,172.9
34.3,178.9
31.9,188.7
36.8,186.4
35.8,181.7
47.6,171.7
41.3,179.3
40.5,176
64.7,166.4
42.2,170.7
49,174.6
46.2,170.1
59.4,173.7
54.7,172.1
35.3,179.1
39,176.9
52,174.2
47.7,170.1
33.6,174.2
45.3,181.8
38.6,177.1
56.4,170.8
33.2,185.5
47.5,167.8
41.2,172.1
55.9,171.6
27.1,188.9
46.1,171.8
49.5,169.1
40.4,178.3
49.1,166.5
38.9,176.9
45.1,170.1
41.9,174.8
43.3,175.1
42.3,177.2
46.7,175.7
63.9,164.7
47.1,168.7
53.1,168.6
35.6,172.9
48.8,170.3
45.8,175.2
47.1,176.8
52.9,174.5
53.2,171.4
31.9,183.7
35.3,175.3
47,166.8
46.1,174.4
49.8,169.1
52.9,166
44.5,169.3
44.3,174.8
44.9,178.4
54.2,162.2
38.5,177.9
31.1,177.5
42.9,176.6
57.5,168.5
48.1,178.1
42.8,174.4
48.3,168
57.4,169.5
48.7,175.9
64.4,170.6
43.3,172.1
47.9,173.5
51.9,169.1
43.8,173.4
45.9,175.1
46.5,177.4
47.9,170.5
37.8,172.2
36,182.3
37.8,175.3
42.2,175.2
52.1,174.3
50.8,172.6
37.6,177.6
42.1,181.5
40.4,179.2
47.3,171.4
46.2,175.2
49.8,176.8
51.5,168.3
48.2,173.5
36.7,181.9
45.6,179.2
40.7,178.9
36,182.5
49.3,167.5
56.8,173.1
39,185
43.5,179.3
56.7,173.7
55.6,172.5
44.7,169.1
35.4,184.2
43.1,176.4
35.9,175.4
41.7,173.3
45.8,173
41.4,172.8
55.1,168.9
42.3,176
36.6,181.3
36.1,181.7
51.8,179.1
33.2,182
34.5,190.9
38.6,173.3
35.1,180.3
50.9,167.6
51.9,171.4
51.3,173.5
34.3,185
58.7,164.6
48.2,173
47.5,177.5
40.4,181
46.3,169.3
38.4,180.4
54.2,170.8
53.4,175
33,185.6
61.8,158.4
58.1,166.9
41.1,183.6
36.4,177.4
38.9,180.3
50.7,169.7
62.6,160.5
36.1,177
44.4,179.4
47.2,172.6
57.2,171.1
43.8,180
44.7,173.8
42.5,180.9
28.6,186.1
46.7,176.6
42.6,172.9
57.3,167.7
42.5,175.4
50.3,165.8
38.7,175.8
35.1,180
47.8,172.4
34.9,184.8
54,170.9
59,165.2
44,171.1
49.8,174.1
38.3,175.2
46.7,169.7
46,172.7
49.2,172
35.6,173.8
42,178.2
36.2,179
34.3,180
31.9,190.6
50.2,174.3
53,173.9
42.2,177.8
59,171.5
31.9,186.4
48.5,177.6
53,172
59,160.5
58.7,172.2
38.5,173.2
45.7,176.7
29,184.8
32.6,183.8
54.4,170.3
38.7,174.5
38.1,175.6
54.8,162.4
30.4,178.8
46.7,172
53.8,173.6
62.2,168.4
44.1,175.9
36.7,174.6
53.4,165.7
57.7,165
63.1,168.4
48.4,170.6
43.6,177.1
34.4,178.4
47,175.3
43.2,175.9
37.8,185.8
37.1,183.6
40.2,177.6
54.6,171.1
55.6,173.2
56.4,171.8
49.3,163.7
44.2,174.6
50.8,170.3
