Ht,Wt,yd40,Vertical,Bench,BroadJump,Cone3,Shuttle,Draftedyes
0.995773331,1.25625779,1.500121216,0.193965065,0.70035004,-0.438762763,0.179943428,0.024556172,0
-1.796210479,-1.070184733,-1.055058869,0.073805732,-0.031236269,0.516261621,-1.016626783,-1.83105646,1
-1.448260545,-0.526623396,-0.676513671,0.674602396,0.407715516,0.728489261,-0.78251522,-1.459933933,1
0.647823396,1.038833255,-0.297968473,1.27539906,2.163522658,0.516261621,-0.808527616,-0.470273863,1
-1.448260545,-1.439806442,-0.96042257,-0.406831598,-2.225995197,0.197920159,-0.626440844,-0.758924717,0
-0.748168508,-1.026699826,-0.834240837,0.794761729,-0.762822578,0.728489261,-0.756502824,-1.212518916,1
0.647823396,-0.548365849,-0.86578627,0.914921062,-1.055457102,0.834603082,-0.184230115,-0.0579155,1
-0.748168508,-0.983214919,-1.244331468,2.476992387,0.992984563,2.107968927,-1.22472595,-1.294990588,1
0.647823396,1.451939872,1.121576019,-1.848743591,0.554032778,-0.969331865,0.960315304,1.92140464,0
0.995773331,0.451787011,-0.455695639,-0.406831598,0.992984563,0.197920159,-0.002143343,-0.800160553,0
0.995773331,-1.157154547,-0.96042257,-0.526990931,-1.933360673,1.046830723,-0.080180531,0.519386207,1
1.695865367,1.604137046,0.743030821,-0.647150264,2.163522658,-0.863218045,1.116389679,1.838932968,1
